name,birth_date,event_year,event_type,age,prog_sun,prog_moon,natal_sun,natal_moon,sun_movement,moon_movement,mercury_movement,venus_movement,mars_movement,sun_sign_change,moon_sign_change,mercury_sign_change,venus_sign_change,mars_sign_change,hard_aspects,soft_aspects
Paul McCartney,1942-06-18,1970,crisis,28,113.39286238262869,147.86639163600483,86.68853579740173,138.45414552420638,26.704326585226966,9.412246111798453,17.3350590731132,32.95024298304988,17.390936554563226,True,False,True,True,False,6,5
Paul McCartney,1942-06-18,1971,career,29,114.34722777268831,160.32446784859226,86.68853579740173,138.45414552420638,27.658691975286587,21.87032232438588,19.002889683256257,34.14069047916478,18.015481870897005,True,True,True,True,False,6,4
Paul McCartney,1942-06-18,1980,crisis,38,122.93964603385574,285.88247743153545,86.68853579740173,138.45414552420638,36.25111023645401,147.42833190732907,36.24145173648431,44.89191157196013,23.647405762474378,True,True,True,True,False,5,5
Paul McCartney,1942-06-18,2002,marriage,60,144.0237806627646,209.6436739189081,86.68853579740173,138.45414552420638,57.33524486536288,71.18952839470171,79.80299807865546,71.46439258439568,37.51726383031557,True,True,True,True,True,6,5
Paul McCartney,1942-06-18,2008,divorce,66,149.80043947824177,295.0605934030707,86.68853579740173,138.45414552420638,63.111903680840044,156.60644787886432,89.86869357545697,78.77768742864748,41.32921276102455,True,True,True,True,True,5,6
David Bowie,1947-01-08,1969,career,22,309.6383370962535,44.3506757065607,287.2455397133652,123.8312835609698,22.39279738288832,280.5193921455909,36.38936939766654,20.671461482821428,17.08501338102377,True,True,True,False,True,8,4
David Bowie,1947-01-08,1972,career,25,312.68310810332605,87.15426617322028,287.2455397133652,123.8312835609698,25.43756838996086,323.3229826122505,41.68896852862946,23.779593444581224,19.431423210372714,True,True,True,False,True,4,1
David Bowie,1947-01-08,1983,career,36,323.82080349861417,238.87578748337313,287.2455397133652,123.8312835609698,36.57526378524898,115.04450392240334,60.92585723359889,35.5596053061152,28.058760012552966,True,True,True,True,True,7,3
David Bowie,1947-01-08,1992,marriage,45,332.90361818837107,348.10418115976285,287.2455397133652,123.8312835609698,45.65807847500588,224.27289759879307,72.67458884897746,45.54377976822798,35.13977757319202,True,True,True,True,True,4,8
David Bowie,1947-01-08,2000,child,53,340.945401834706,97.15996050083649,287.2455397133652,123.8312835609698,53.6998621213408,333.3286769398667,74.40565501011537,54.60268527167176,41.44050722233078,True,True,True,True,True,4,7
David Bowie,1947-01-08,2016,death,69,356.92612649419743,306.2584320963392,287.2455397133652,123.8312835609698,69.68058678083224,182.42714853536944,61.80542715395325,73.09827496415102,54.03450716071819,True,True,True,True,True,4,7
Freddie Mercury,1946-09-05,1970,career,24,185.45022497960483,229.75665979221358,162.03041011597023,269.3084062217411,23.4198148636346,320.4482535704725,43.466401929709804,21.39323292735139,15.995698265758449,True,True,True,True,True,5,3
Freddie Mercury,1946-09-05,1975,career,29,190.36955233881343,289.12404422227945,162.03041011597023,269.3084062217411,28.339142222843208,19.815638000538343,51.44025326232642,25.008354131148224,19.404076250060314,True,True,True,True,True,7,4
Freddie Mercury,1946-09-05,1985,career,39,200.24634397218816,65.70630196364023,162.03041011597023,269.3084062217411,38.21593385621793,156.3978957418991,66.37711665875244,30.802732134444454,26.29601184721767,True,True,True,True,True,7,4
Freddie Mercury,1946-09-05,1987,crisis,41,202.22877292370322,94.52546583060465,162.03041011597023,269.3084062217411,40.19836280773299,185.21705960886354,69.20273450074501,31.675758241360967,27.686760665590214,True,True,True,True,True,5,5
Freddie Mercury,1946-09-05,1991,death,45,206.20131741443254,149.671891557226,162.03041011597023,269.3084062217411,44.17090729846231,240.36348533548488,74.67026001976248,33.076483158040446,30.480860813841304,True,True,True,True,True,5,7
Prince,1958-06-07,1978,career,20,95.57700978722474,230.00645295251437,76.47797455712772,329.4316837335315,19.099035230097016,260.57476921898285,42.5598022195326,23.346377489737016,14.043770040986743,True,True,True,True,False,5,4
Prince,1958-06-07,1984,career,26,101.29573370437008,312.2484027599241,76.47797455712772,329.4316837335315,24.817759147242356,342.8167190263926,54.106358222026316,30.424468442464523,18.135079037192956,True,False,True,True,False,4,6
