name,profession,north_node_lon,south_node_lon,sun_lon,moon_lon,north_node_sign,north_node_sign_id,nn_house_from_sun_equal,nn_house_from_moon_equal,sn_house_from_sun_equal,sn_house_from_moon_equal,nn_house_from_sun_whole,nn_house_from_moon_whole,sn_house_from_sun_whole,sn_house_from_moon_whole
Joaquin Phoenix,entertainer,250.77017772188483,70.7701777218848,214.68669162052217,4.549033856003487,Sagittarius,8,2,9,8,3,2,9,8,3
Keanu Reeves,entertainer,89.57993313755198,269.57993313755196,159.77379466267843,107.52387051942338,Gemini,2,10,12,4,6,10,12,4,6
Nicolas Cage,entertainer,101.17977028910371,281.1797702891037,285.93971208026,202.21001030558492,Cancer,3,6,9,12,3,7,10,1,4
Matt Damon,entertainer,331.93231936833826,151.93231936833826,194.93174054007832,290.6335831999934,Pisces,11,5,2,11,8,6,3,12,9
Ben Affleck,entertainer,295.6973542292089,115.69735422920888,142.3756813752789,211.27906953984908,Capricorn,9,6,3,12,9,6,3,12,9
Julia Roberts,entertainer,27.912554557592856,207.91255455759284,213.88623857441684,142.5070894667807,Aries,0,6,9,12,3,6,9,12,3
Nicole Kidman,entertainer,35.77393470643114,215.77393470643113,88.60370626653707,247.74624164411634,Taurus,1,11,5,5,11,12,6,6,12
Cate Blanchett,entertainer,359.0519990253269,179.05199902532695,53.50343973900913,32.367676758670534,Pisces,11,11,11,5,5,11,11,5,5
Jennifer Lawrence,entertainer,307.23738424528125,127.23738424528125,142.40538329942714,76.81989881348355,Aquarius,10,6,8,12,2,7,9,1,3
Scarlett Johansson,entertainer,57.44831277646695,237.44831277646693,240.1610271093864,231.15265616098944,Taurus,1,6,7,12,1,6,7,12,1
Natalie Portman,entertainer,122.68911976917288,302.68911976917286,78.55277893144093,168.76611925521414,Leo,4,2,11,8,5,3,12,9,6
Angelina Jolie,entertainer,240.87803693541025,60.87803693541025,73.14275252193045,9.562331499604152,Sagittarius,8,6,8,12,2,7,9,1,3
Sandra Bullock,entertainer,91.80869158164681,271.8086915816468,123.15770396689447,319.88119864234784,Cancer,3,11,5,5,11,12,6,6,12
Charlize Theron,entertainer,237.71748175963916,57.717481759639156,134.3709383657318,134.39691507248128,Scorpio,7,4,4,10,10,4,4,10,10
Emma Stone,entertainer,342.3441424943732,162.34414249437327,224.29665181575766,189.4016793282476,Pisces,11,4,6,10,12,5,6,11,12
Anne Hathaway,entertainer,95.21873113078728,275.21873113078726,229.97252741221223,195.44813674538716,Cancer,3,8,9,2,3,9,10,3,4
Reese Witherspoon,entertainer,223.37863794367138,43.37863794367138,2.033661751872908,268.99580216394247,Scorpio,7,8,11,2,5,8,12,2,6
Kate Winslet,entertainer,232.3906083449485,52.39060834494853,191.43177468405457,193.7211580876892,Scorpio,7,2,2,8,8,2,2,8,8
Gwyneth Paltrow,entertainer,293.11161414951965,113.11161414951965,184.69015297571184,67.36465941668146,Capricorn,9,4,8,10,2,4,8,10,2
Cameron Diaz,entertainer,295.23053353048033,115.23053353048033,156.82895471783866,48.079268050357825,Capricorn,9,5,9,11,3,5,9,11,3
Halle Berry,entertainer,50.90941200513631,230.90941200513632,140.95778305136466,108.99260693250832,Taurus,1,9,11,3,5,10,11,4,5
Viola Davis,entertainer,71.58411545327824,251.58411545327823,138.5924508344603,309.30958753398943,Gemini,2,10,5,4,11,11,5,5,11
Amy Adams,entertainer,256.5947573383041,76.59475733830408,147.0903350964288,185.01463471714055,Sagittarius,8,4,3,10,9,5,3,11,9
Margot Robbie,entertainer,307.61828594428925,127.61828594428925,100.35283579382414,218.93074449702067,Aquarius,10,7,3,1,9,8,4,2,10
Gal Gadot,entertainer,48.223922161833904,228.2239221618339,40.08446251714906,159.77651577029852,Taurus,1,1,9,7,3,1,9,7,3
Elvis Presley,entertainer,301.1323075332342,121.13230753323421,286.9773731004239,328.3330199847388,Aquarius,10,1,12,7,6,2,1,8,7
Michael Jackson,entertainer,203.1719834935449,23.17198349354487,155.4591650805372,336.2432279829869,Libra,6,2,8,8,2,2,8,8,2
John Lennon,entertainer,191.02533295230816,11.02533295230819,196.30907917042737,304.06836853332015,Libra,6,12,9,6,3,1,9,7,3
Paul McCartney,entertainer,156.64448468792918,336.6444846879292,86.68853579740173,138.45414552420638,Virgo,5,3,1,9,7,4,2,10,8
Mick Jagger,entertainer,136.01382386658958,316.0138238665896,122.24575804398597,55.014394529806175,Leo,4,1,3,7,9,1,4,7,10
David Bowie,entertainer,71.29824178412706,251.29824178412707,287.2455397133652,123.8312835609698,Gemini,2,5,11,11,5,6,11,12,5
Freddie Mercury,entertainer,76.8866167103381,256.8866167103381,162.03041011597023,269.3084062217411,Gemini,2,10,6,4,12,10,7,4,1
Prince,entertainer,210.18983828927676,30.189838289276736,76.47797455712772,329.4316837335315,Scorpio,7,5,9,11,3,6,10,12,4
Madonna,entertainer,204.0570640370268,24.057064037026805,142.9127117006623,158.494707920531,Libra,6,3,2,9,8,3,2,9,8
Whitney Houston,entertainer,110.1839665052777,290.1839665052777,136.5371564115,14.711011500571109,Cancer,3,12,4,6,10,12,4,6,10
Beyonce,entertainer,120.83807917863484,300.83807917863487,161.77752430088907,228.42461331808838,Leo,4,11,9,5,3,12,10,6,4
Lady Gaga,entertainer,30.0355039790489,210.0355039790489,7.424883707835079,218.41390378793562,Taurus,1,1,6,7,12,2,7,8,1
Taylor Swift,entertainer,317.9875182497541,137.9875182497541,261.3178783777963,90.4768418138798,Aquarius,10,2,8,8,2,3,8,9,2
Adele,entertainer,351.6452464970616,171.64524649706163,44.83878939572445,263.7775792477858,Pisces,11,11,3,5,9,11,4,5,10
Ed Sheeran,entertainer,297.7268343497888,117.72683434978882,328.31920687513616,1.5589790645896868,Capricorn,9,11,10,5,4,12,10,6,4
Bruno Mars,entertainer,39.4457861852392,219.4457861852392,195.14775153361566,120.23843335383242,Taurus,1,7,10,1,4,8,10,2,4
Rihanna,entertainer,353.1755549313785,173.17555493137843,330.93507356359646,8.697777693368774,Pisces,11,1,12,7,6,1,12,7,6
Katy Perry,entertainer,57.540198487103005,237.540198487103,212.08536848152278,223.6329937179546,Taurus,1,7,7,1,1,7,7,1,1
Ariana Grande,entertainer,251.98803977328419,71.98803977328419,95.25854610934937,184.45373707929286,Sagittarius,8,6,3,12,9,6,3,12,9
Billie Eilish,entertainer,87.15229696651798,267.15229696651795,266.61154393947334,308.5848629442969,Gemini,2,7,5,1,11,7,5,1,11
Bob Dylan,entertainer,179.92112093238342,359.9211209323834,63.27274272966958,48.54309532813289,Virgo,5,4,5,10,11,4,5,10,11
Bruce Springsteen,entertainer,16.670234862803177,196.67023486280317,180.56073899837634,200.90733133234832,Aries,0,7,6,1,12,7,7,1,1
Elton John,entertainer,64.20733456640707,244.20733456640707,3.588238885228952,33.74523025725648,Gemini,2,3,2,9,8,3,2,9,8
Stevie Wonder,entertainer,6.7504601225515595,186.75046012255157,52.33328122877865,15.979702065934893,Aries,0,11,12,5,6,12,1,6,7
Billy Joel,entertainer,25.557645990628092,205.5576459906281,48.42086849572591,185.12929119907994,Aries,0,12,7,6,1,12,7,6,1
Eric Clapton,entertainer,104.10285846226363,284.1028584622636,9.286415732425068,206.99009734504523,Cancer,3,4,9,10,3,4,10,10,4
Jimi Hendrix,entertainer,148.75514663347738,328.75514663347735,244.53976738845614,114.63872723006408,Leo,4,9,2,3,8,9,2,3,8
Kurt Cobain,entertainer,39.620522494114674,219.62052249411468,331.4673055237564,98.67417818485782,Taurus,1,3,11,9,5,3,11,9,5
Jim Morrison,entertainer,128.23284919078844,308.23284919078844,255.52334864069286,36.98120549980803,Leo,4,8,4,2,10,9,4,3,10
Janis Joplin,entertainer,145.14683721317763,325.1468372131776,298.44988259633004,96.34490492119639,Leo,4,7,2,1,8,8,2,2,8
Steven Spielberg,entertainer,71.74020963940414,251.74020963940416,266.2385405067193,214.32727904243097,Gemini,2,6,8,12,2,7,8,1,2
Martin Scorsese,entertainer,150.48631027978146,330.4863102797815,234.51191335712625,352.0692245748969,Virgo,5,10,6,4,12,11,7,5,1
Francis Ford Coppola,entertainer,218.47694780269757,38.476947802697566,16.352891573305584,233.34614271067423,Scorpio,7,7,12,1,6,8,1,2,7
Quentin Tarantino,entertainer,116.98809941802192,296.98809941802193,5.8962362244017275,31.30000209392272,Cancer,3,4,3,10,9,4,3,10,9
Christopher Nolan,entertainer,333.001600951608,153.001600951608,126.90393045107696,96.5185830506568,Pisces,11,7,8,1,2,8,9,2,3
James Cameron,entertainer,284.18327402387115,104.18327402387115,143.07749801467943,350.01413106823287,Capricorn,9,5,10,11,4,6,11,12,5
Ridley Scott,entertainer,246.10547057056658,66.10547057056658,247.87607168908943,221.13592719192832,Sagittarius,8,12,1,6,7,1,2,7,8
Alfred Hitchcock,entertainer,267.92989960764476,87.92989960764476,140.47954871055015,218.59707893678564,Sagittarius,8,5,2,11,8,5,2,11,8
Stanley Kubrick,entertainer,68.1068168744061,248.1068168744061,123.22233980004067,233.81345610395792,Gemini,2,11,7,5,1,11,8,5,2
Woody Allen,entertainer,283.1855595146488,103.18555951464879,248.83387511761626,321.1995173727437,Capricorn,9,2,11,8,5,2,12,8,6
Clint Eastwood,entertainer,32.2272568594331,212.2272568594331,69.51807575061709,116.8584869623379,Taurus,1,11,10,5,4,12,11,6,5
Tim Burton,entertainer,203.6994250447236,23.699425044723625,151.77716409974215,287.8445350939221,Libra,6,2,10,8,4,2,10,8,4
David Fincher,entertainer,128.89497710898522,308.89497710898524,154.6973540120724,136.60896577910742,Leo,4,12,12,6,6,12,1,6,7
Denis Villeneuve,entertainer,27.960170413114774,207.96017041311478,189.58807417755077,184.6554660952697,Aries,0,7,7,1,1,7,7,1,1
Wes Anderson,entertainer,359.69552326562774,179.6955232656278,40.92901596443647,211.29232501303434,Pisces,11,11,5,5,11,11,5,5,11
Greta Gerwig,entertainer,84.08957974082662,264.0895797408266,131.54667062171615,72.16505867228105,Gemini,2,11,1,5,7,11,1,5,7
Kathryn Bigelow,entertainer,335.46104676380355,155.46104676380355,244.43278573110942,223.32313090489828,Pisces,11,4,4,10,10,4,5,10,11
Ava DuVernay,entertainer,295.68115797332933,115.68115797332933,151.4035457239155,328.0098273028096,Capricorn,9,5,11,11,5,5,12,11,6
Sofia Coppola,entertainer,318.3239959753628,138.32399597536278,53.0462315203831,280.8776548655083,Aquarius,10,9,2,3,8,10,2,4,8
Spike Lee,entertainer,230.88725350813692,50.88725350813695,359.61631898646874,237.85936178562383,Scorpio,7,8,12,2,6,9,1,3,7
Oprah Winfrey,entertainer,293.9198630802988,113.9198630802988,308.73921705318065,241.43605360756908,Capricorn,9,12,2,6,8,12,2,6,8
Ellen DeGeneres,entertainer,215.66862528418204,35.66862528418204,306.0414373302971,18.65113848291823,Scorpio,7,9,7,3,1,10,8,4,2
Jimmy Fallon,entertainer,253.45769383999317,73.45769383999317,176.1706695629656,221.35054026142396,Sagittarius,8,3,2,9,8,4,2,10,8
Jimmy Kimmel,entertainer,27.894545845412694,207.8945458454127,230.4181980025013,10.401893542184936,Aries,0,6,1,12,7,6,1,12,7
Stephen Colbert,entertainer,92.5905386717605,272.5905386717605,52.74092419574297,75.73188433756117,Cancer,3,2,1,8,7,3,2,9,8
Trevor Noah,entertainer,72.21738578512918,252.21738578512918,331.0386159312783,199.97505249410247,Gemini,2,4,8,10,2,4,9,10,3
John Oliver,entertainer,204.29187878525445,24.291878785254426,33.21326220589923,88.30334541278008,Libra,6,6,4,12,10,6,5,12,11
Conan OBrien,entertainer,114.76260372826071,294.76260372826073,27.736646653217296,314.58755525791537,Cancer,3,3,6,9,12,4,6,10,12
David Letterman,entertainer,63.302769421594085,243.3027694215941,21.49341879370517,276.8365265934829,Gemini,2,2,5,8,11,3,6,9,12
Jay Leno,entertainer,7.151201581088151,187.15120158108815,37.22703187719979,160.11604411965814,Aries,0,11,7,5,1,12,8,6,2
Charlie Chaplin,entertainer,105.43942405456306,285.43942405456306,27.000290025466025,219.3951967399382,Cancer,3,3,9,9,3,4,9,10,3
Robin Williams,entertainer,340.51893860389754,160.5189386038976,117.98068508190903,336.00378996424683,Pisces,11,8,1,2,7,9,1,3,7
Jim Carrey,entertainer,138.17255669597122,318.17255669597125,296.50311571643226,74.5205680118217,Leo,4,7,3,1,9,8,3,2,9
Eddie Murphy,entertainer,155.69160666912057,335.6916066691206,13.494373894379263,220.65392244028587,Virgo,5,5,10,11,4,6,11,12,5
Chris Rock,entertainer,81.07630840500103,261.07630840500104,318.5151576364347,25.39443088786334,Gemini,2,5,2,11,8,5,3,11,9
Dave Chappelle,entertainer,276.332243778967,96.33224377896698,151.16971860028386,101.95405847014646,Capricorn,9,5,6,11,12,5,7,11,1
Kevin Hart,entertainer,160.1333135432813,340.1333135432813,103.83205392391031,239.4755229104915,Virgo,5,2,10,8,4,3,11,9,5
Amy Schumer,entertainer,122.9517773076338,302.9517773076338,70.89350795646413,56.95783722758085,Leo,4,2,3,8,9,3,4,9,10
Tina Fey,entertainer,338.6136833230758,158.61368332307575,57.128930627788456,204.13217214146582,Pisces,11,10,5,4,11,11,6,5,12
Amy Poehler,entertainer,314.13700771698575,134.13700771698575,172.96587571963076,138.65876193350934,Aquarius,10,5,6,11,12,6,7,12,1
Michael Jordan,athlete,119.28230618617557,299.28230618617556,328.1721916600989,247.45572308682216,Cancer,3,6,8,12,2,6,8,12,2
LeBron James,athlete,56.55987654345879,236.55987654345878,278.9875462028621,11.9350646316039,Taurus,1,5,2,11,8,5,2,11,8
Kobe Bryant,athlete,177.01266611006758,357.0126661100676,150.00215883625265,36.50099096992218,Virgo,5,1,5,7,11,1,5,7,11
Magic Johnson,athlete,184.90538010792073,4.905380107920735,140.95387948812376,268.025600078345,Libra,6,2,10,8,4,3,11,9,5
Larry Bird,athlete,238.8960961274722,58.89609612747222,255.3794680851697,312.733828388742,Scorpio,7,12,10,6,4,12,10,6,4
Shaquille ONeal,athlete,304.29311264543867,124.29311264543867,346.0231323982855,236.21976431242217,Aquarius,10,11,3,5,9,12,4,6,10
Kareem Abdul-Jabbar,athlete,63.21305737153591,243.2130573715359,25.656450813206774,328.02500708506255,Gemini,2,2,4,8,10,3,5,9,11
Tim Duncan,athlete,222.5607282708161,42.56072827081607,35.40017790131107,352.78300927239195,Scorpio,7,7,8,1,2,7,9,1,3
Kevin Durant,athlete,343.9075116158602,163.90751161586013,186.55622321551382,57.267741119223686,Pisces,11,6,10,12,4,6,11,12,5
Stephen Curry,athlete,353.0917445378098,173.09174453780975,354.1254866793274,304.1868057487482,Pisces,11,12,2,6,8,1,2,7,8
Giannis Antetokounmpo,athlete,224.47007067781536,44.47007067781533,254.13751155796479,302.44888232100055,Scorpio,7,12,10,6,4,12,10,6,4
Wilt Chamberlain,athlete,271.7115492756776,91.71154927567761,148.22583225360125,197.34264509496774,Capricorn,9,5,3,11,9,6,4,12,10
Bill Russell,athlete,319.3242713628448,139.3242713628448,323.09794479110826,301.896480197101,Aquarius,10,12,1,6,7,1,1,7,7
Charles Barkley,athlete,119.36837511763977,299.36837511763974,331.12853404727014,284.6251155362868,Cancer,3,5,7,11,1,5,7,11,1
Scottie Pippen,athlete,66.78725031182202,246.78725031182202,182.20094500176626,187.10998258288203,Gemini,2,9,8,3,2,9,9,3,3
Tom Brady,athlete,197.4623551020285,17.462355102028482,131.02102819185228,2.6397852881130803,Libra,6,3,7,9,1,3,7,9,1
Joe Montana,athlete,248.13038883326277,68.13038883326277,80.51669559927686,117.05655410580162,Sagittarius,8,6,5,12,11,7,6,1,12
Jerry Rice,athlete,125.94655344639641,305.9465534463964,199.66967646317997,19.34154874689891,Leo,4,10,4,4,10,11,5,5,11
Peyton Manning,athlete,223.34113113427844,43.34113113427844,3.975524390109612,294.54441530881695,Scorpio,7,8,10,2,4,8,11,2,5
Brett Favre,athlete,351.0442865327856,171.04428653278558,197.0067616544748,186.0372658055768,Pisces,11,6,6,12,12,6,6,12,12
John Elway,athlete,167.997923964492,347.997923964492,96.76967334280535,144.5076629318623,Virgo,5,3,1,9,7,3,2,9,8
Dan Marino,athlete,146.92964553628775,326.92964553628775,172.4009520594308,233.56573629411562,Leo,4,12,10,6,4,12,10,6,4
Aaron Rodgers,athlete,75.91185315678858,255.9118531567886,249.7310513585282,224.9635774861945,Gemini,2,7,8,1,2,7,8,1,2
Patrick Mahomes,athlete,207.0136696712988,27.01366967129877,174.12746444738562,90.85969872751286,Libra,6,2,4,8,10,2,4,8,10
Drew Brees,athlete,168.6511589580226,348.6511589580226,294.74056753833827,138.60786831051968,Virgo,5,8,2,2,8,9,2,3,8
Walter Payton,athlete,284.71336951229034,104.71336951229034,122.0002220402336,65.01401033374475,Capricorn,9,6,8,12,2,6,8,12,2
Jim Brown,athlete,281.76801177768493,101.76801177768493,327.6646433808427,258.93600602441677,Capricorn,9,11,1,5,7,12,2,6,8
Lawrence Taylor,athlete,195.0774123357107,15.077412335710733,314.92803705436046,273.2083593150057,Libra,6,9,10,3,4,9,10,3,4
Deion Sanders,athlete,30.81033605881711,210.81033605881711,136.21547396267385,181.45919768696825,Taurus,1,9,7,3,1,10,8,4,2
Ray Lewis,athlete,240.919705465363,60.919705465362995,54.04483849111896,105.80729774610307,Sagittarius,8,7,5,1,11,8,6,2,12
Pele,athlete,190.86723144391843,10.8672314439184,209.55773049416172,105.83097874801088,Libra,6,12,3,6,9,1,4,7,10
Diego Maradona,athlete,164.34641540104298,344.346415401043,216.86392195474198,345.2522199410326,Virgo,5,11,6,5,12,11,7,5,1
Lionel Messi,athlete,7.667927893299485,187.6679278932995,92.45814602978714,73.24835387815205,Aries,0,10,10,4,4,10,11,4,5
Cristiano Ronaldo,athlete,53.59539850096855,233.59539850096854,316.36075202189164,130.85612376064256,Taurus,1,4,10,10,4,4,10,10,4
Zinedine Zidane,athlete,296.1973959242122,116.19739592421217,92.10209456649034,235.39949342043107,Capricorn,9,7,3,1,9,7,3,1,9
David Beckham,athlete,241.08634765198832,61.08634765198832,41.23642181441505,300.36755952653397,Sagittarius,8,7,11,1,5,8,11,2,5
Ronaldo Nazario,athlete,213.936462750012,33.93646275001197,179.60006859222563,161.27191309066978,Scorpio,7,2,2,8,8,3,3,9,9
Neymar Jr,athlete,279.3792431115044,99.37924311150442,315.9380655944457,334.5724579648899,Capricorn,9,11,11,5,5,12,11,6,5
Kylian Mbappe,athlete,143.40578819177398,323.405788191774,268.389702560148,286.139701977232,Leo,4,8,8,2,2,9,8,3,2
Erling Haaland,athlete,114.6013620144404,294.6013620144404,119.01719875002148,353.6504270886576,Cancer,3,12,5,6,11,1,5,7,11
Johan Cruyff,athlete,62.76976413408811,242.76976413408812,34.44236331490048,92.17823024213062,Gemini,2,1,12,7,6,2,12,8,6
Franz Beckenbauer,athlete,96.02155923684501,276.021559236845,168.37746326069364,222.9249348373715,Cancer,3,10,8,4,2,11,9,5,3
George Best,athlete,80.90122212153436,260.9012221215344,60.77858118351784,311.07565828136234,Gemini,2,1,5,7,11,1,5,7,11
Thierry Henry,athlete,196.30417040668752,16.30417040668749,144.46306286325836,176.18717517076902,Libra,6,2,1,8,7,3,2,9,8
Ronaldinho,athlete,148.84479567305334,328.84479567305334,1.027914104851753,65.94428821783553,Leo,4,5,3,11,9,5,3,11,9
Roger Federer,athlete,121.60525596485687,301.60525596485684,135.70748216342582,231.73232609987753,Leo,4,12,9,6,3,1,10,7,4
Rafael Nadal,athlete,29.36360225108069,209.3636022510807,72.61610866198512,28.1272939845085,Aries,0,11,1,5,7,11,1,5,7
Novak Djokovic,athlete,10.453908522041255,190.45390852204125,60.87510033953689,0.3418157152914319,Aries,0,11,1,5,7,11,1,5,7
Serena Williams,athlete,119.76711578643507,299.76711578643506,183.65061792503252,168.26896378115205,Cancer,3,10,11,4,5,10,11,4,5
Venus Williams,athlete,141.57277421195442,321.5727742119544,86.51704346454399,144.08828912656892,Leo,4,2,12,8,6,3,1,9,7
Pete Sampras,athlete,314.53269952153425,134.53269952153425,139.12785387528834,36.59203177701809,Aquarius,10,6,10,12,4,7,10,1,4
Andre Agassi,athlete,340.09226832562473,160.09226832562467,38.751908709196144,319.01344078922176,Pisces,11,11,1,5,7,11,2,5,8
John McEnroe,athlete,194.21244771806306,14.21244771806306,327.5150203560298,69.90344152128817,Libra,6,8,5,2,11,9,5,3,11
Bjorn Borg,athlete,248.1695561325039,68.16955613250389,75.73393369572186,43.147970303933704,Sagittarius,8,6,7,12,1,7,8,1,2
Steffi Graf,athlete,356.10629506525686,176.10629506525686,82.94754090924125,74.4784726174683,Pisces,11,10,10,4,4,10,10,4,4
Martina Navratilova,athlete,239.3633801730261,59.36338017302609,205.27980048204103,12.840789317759336,Scorpio,7,2,8,8,2,2,8,8,2
Billie Jean King,athlete,129.7279314179621,309.7279314179621,239.30057231954265,177.16077101813005,Leo,4,9,11,3,5,10,12,4,6
Chris Evert,athlete,275.5641324663333,95.56413246633332,268.77298786937837,223.69408215114683,Capricorn,9,1,2,7,8,2,3,8,9
Monica Seles,athlete,268.726491707279,88.72649170727902,250.17303801706245,333.8057364702363,Sagittarius,8,1,10,7,4,1,10,7,4
Maria Sharapova,athlete,11.409537376948377,191.40953737694838,28.902981391882257,279.94536077661365,Aries,0,12,4,6,10,1,4,7,10
Tiger Woods,athlete,230.9562524914061,50.956252491406076,278.6221336270575,257.82197112807563,Scorpio,7,11,12,5,6,11,12,5,6
Jack Nicklaus,athlete,204.26819325879183,24.268193258791825,299.93355463566144,69.1553702603639,Libra,6,9,5,3,11,10,5,4,11
Arnold Palmer,athlete,43.88302406441032,223.88302406441034,167.0893224047989,249.89292164943257,Taurus,1,8,6,2,12,9,6,3,12
Phil Mickelson,athlete,335.6440900375979,155.64409003759783,84.92269699867194,225.38224763935384,Pisces,11,9,4,3,10,10,5,4,11
Rory McIlroy,athlete,332.14593433641744,152.14593433641744,43.994505604899445,30.05296866875648,Pisces,11,10,11,4,5,11,11,5,5
Jordan Spieth,athlete,250.86820447133982,70.86820447133982,124.46443747707755,231.94937650369906,Sagittarius,8,5,1,11,7,5,2,11,8
Dustin Johnson,athlete,66.3411728600393,246.3411728600393,91.23082716766059,12.578455206096843,Gemini,2,12,2,6,8,12,3,6,9
Brooks Koepka,athlete,312.0207700565936,132.02077005659362,42.796047797266326,152.47494032379203,Aquarius,10,9,6,3,12,10,6,4,12
Annika Sorenstam,athlete,331.9461921016157,151.94619210161568,195.78089095645038,302.6897314846877,Pisces,11,5,1,11,7,6,2,12,8
Lorena Ochoa,athlete,114.35762948918703,294.35762948918705,233.03737420528822,103.07696805810782,Cancer,3,9,1,3,7,9,1,3,7
Babe Ruth,athlete,352.35346080568075,172.3534608056807,317.49215445751355,92.1140687844172,Pisces,11,2,9,8,3,2,9,8,3
Willie Mays,athlete,13.984749520494166,193.98474952049418,44.99358448638571,280.0910839177483,Aries,0,11,4,5,10,12,4,6,10
Hank Aaron,athlete,319.30947445884004,139.30947445884004,316.0109348301276,202.55706047053266,Aquarius,10,1,4,7,10,1,5,7,11
Mickey Mantle,athlete,5.282424178183975,185.282424178184,206.13360136964275,320.202399893978,Aries,0,6,2,12,8,7,3,1,9
Jackie Robinson,athlete,251.3865856450884,71.38658564508842,310.574814916502,304.6879277013246,Sagittarius,8,11,11,5,5,11,11,5,5
Derek Jeter,athlete,259.3364390659161,79.33643906591612,94.50721436649654,180.603321320648,Sagittarius,8,6,3,12,9,6,3,12,9
Mike Trout,athlete,288.8131079478068,108.81310794780683,134.49584493277493,98.14042770114048,Capricorn,9,6,7,12,1,6,7,12,1
Barry Bonds,athlete,91.92124391762742,271.9212439176274,121.59596144303778,299.7424662752212,Cancer,3,12,6,6,12,12,7,6,1
Ken Griffey Jr,athlete,348.6638724299646,168.6638724299646,239.01026157456627,29.52838318634229,Pisces,11,4,11,10,5,5,12,11,6
Alex Rodriguez,athlete,238.43756571495484,58.43756571495487,123.84477302865903,351.38541945885345,Scorpio,7,4,9,10,3,4,9,10,3
Ted Williams,athlete,259.1198763326819,79.11987633268188,156.29129644131814,87.35431180173946,Sagittarius,8,4,6,10,12,4,7,10,1
Lou Gehrig,athlete,192.86406919456425,12.864069194564252,87.0144215066421,11.232474956608133,Libra,6,4,7,10,1,5,7,11,1
Joe DiMaggio,athlete,331.25714083051923,151.25714083051923,242.3877725745173,342.99103203761865,Pisces,11,3,12,9,6,4,1,10,7
Ty Cobb,athlete,150.31565706792088,330.3156570679209,266.54798696048357,179.45337932436243,Virgo,5,9,12,3,6,10,1,4,7
Sandy Koufax,athlete,282.7604246958417,102.76042469584172,277.874411340096,339.6732178657913,Capricorn,9,1,11,7,5,1,11,7,5
Muhammad Ali,athlete,164.28657361269143,344.2865736126914,297.038294475115,308.8582028675112,Virgo,5,8,8,2,2,9,8,3,2
Mike Tyson,athlete,54.72281332389662,234.72281332389662,98.24388525916791,250.68298960010915,Taurus,1,11,6,5,12,11,6,5,12
Sugar Ray Leonard,athlete,248.21188276558448,68.2118827655845,56.54360577658457,150.19542671083218,Sagittarius,8,7,4,1,10,8,4,2,10
Floyd Mayweather Jr,athlete,205.4706555813521,25.470655581352105,335.7712700906105,48.275041944365064,Libra,6,8,6,2,12,8,6,2,12
Manny Pacquiao,athlete,171.49635972576104,351.49635972576107,265.19232500006285,118.20561179968269,Virgo,5,9,2,3,8,10,3,4,9
George Foreman,athlete,31.611984825031083,211.61198482503107,289.93934822911143,53.822297839312895,Taurus,1,4,12,10,6,5,1,11,7
Joe Frazier,athlete,126.7381707235369,306.7381707235369,291.17002521601813,133.9275919335073,Leo,4,7,12,1,6,8,1,2,7
Evander Holyfield,athlete,125.24937812681475,305.24937812681475,205.61960547319043,105.39969999357356,Leo,4,10,1,4,7,11,2,5,8
Oscar De La Hoya,athlete,286.608415499978,106.60841549997798,315.5465027337267,328.7135330559287,Capricorn,9,12,11,6,5,12,12,6,6
Lennox Lewis,athlete,69.24931100550705,249.24931100550705,159.79684179231427,246.2546347833148,Gemini,2,9,7,3,1,10,7,4,1
Michael Phelps,athlete,47.13441251838036,227.13441251838037,98.45373094262872,249.03499330808665,Taurus,1,11,6,5,12,11,6,5,12
Mark Spitz,athlete,8.588449176779521,188.58844917677953,321.18845595237974,240.67055605851263,Aries,0,2,5,8,11,3,5,9,11
Ian Thorpe,athlete,97.87170054373948,277.8717005437395,199.81947939153017,155.70928363471597,Cancer,3,9,11,3,5,10,11,4,5
Ryan Lochte,athlete,64.14344971622103,244.14344971622103,131.31675327259958,213.4715234518515,Gemini,2,10,8,4,2,11,8,5,2
Katie Ledecky,athlete,178.74382074795915,358.74382074795915,356.93869244485154,103.90090508504309,Virgo,5,7,3,1,9,7,3,1,9
Caeleb Dressel,athlete,188.65099607800423,8.650996078004255,143.887956309074,167.92022536186496,Libra,6,2,1,8,7,3,2,9,8
Adam Peaty,athlete,223.5016035544171,43.5016035544171,276.5213225641623,221.80966052513858,Scorpio,7,11,1,5,7,11,1,5,7
Federica Pellegrini,athlete,344.53088025961614,164.5308802596162,133.26969828594903,52.44037639505028,Pisces,11,8,10,2,4,8,11,2,5
Missy Franklin,athlete,215.55468252389855,35.55468252389858,49.373836556750604,170.59238498235428,Scorpio,7,6,2,12,8,7,3,1,9
Janet Evans,athlete,314.3461722346329,134.3461722346329,154.53328838444193,237.47738162431838,Aquarius,10,6,3,12,9,6,4,12,10
Usain Bolt,athlete,22.124214363749157,202.12421436374916,148.1368127201324,350.2486785535913,Aries,0,8,2,2,8,9,2,3,8
Carl Lewis,athlete,148.1768442975166,328.1768442975166,99.39500439547466,320.8941704961484,Leo,4,2,7,8,1,2,7,8,1
Jesse Owens,athlete,354.133514761102,174.133514761102,169.1036993979671,316.1255174314007,Pisces,11,7,2,1,8,7,2,1,8
