category,cosine_metric,,
disaster,-1.4363176686189400,,
disaster,-1.9649277723288000,,
disaster,6.346361091041740,,
disaster,-2.925362243558420,,
disaster,5.606264206816010,,
disaster,1.0872781896735100,,
disaster,-3.2203933189234500,,
disaster,-2.2122315762744600,,
disaster,3.809156603643250,,
disaster,-3.6244609842853700,,
economic,-1.8579353608504600,,
economic,-0.7681857304348220,,
economic,-3.2421222185844300,,
economic,-1.2081548137191700,,
economic,-0.7135451086284650,,
economic,6.603964602099310,,
economic,-2.3975818949555100,,
economic,-3.06654445398257,,
economic,-1.8887451285364700,,
economic,9.742008441561870,,
economic,6.446118146854440,,
economic,-2.138645117009420,,
economic,-3.909574762067120,,
economic,-2.365393557958630,,
economic,-0.23510787051668200,,
economic,-0.7883387919711260,,
economic,5.121554809547570,,
economic,-0.04720954971593410,,
economic,-1.2294355480843400,,
economic,-3.9572737115495700,,
economic,-0.304098373143577,,
economic,3.4258004860717700,,
economic,-2.878090375266200,,
economic,-1.524326440363800,,
economic,15.056661711540500,,
economic,16.66093153973540,,
economic,5.888100595790100,,
economic,7.666719132332220,,
economic,1.8916104934459300,,
economic,4.887517293815450,,
economic,-3.8566654165314500,,
economic,0.24523839780463100,,
economic,18.749087969463800,,
economic,-0.9559473340018520,,
economic,3.520798773592880,,
economic,-1.6637264595476200,,
economic,1.4323682927707300,,
economic,8.77229931968706,,
economic,2.3365157961150200,,
economic,-3.7219214560047600,,
economic,-3.141229355544610,,
economic,-2.649461962809550,,
economic,-3.808939736314310,,
economic,3.223023835250670,,
economic,13.956363928892500,,
economic,8.16988796813476,,
economic,4.82086565190457,,
economic,11.013665627807700,,
economic,1.0158100653763000,,
economic,-0.1492922452848460,,
economic,1.814878833404080,,
disaster,1.0405367944344500,,
disaster,-2.0081068057076500,,
disaster,11.171949728288900,,
disaster,1.9550404322313700,,
disaster,-2.1214088029500300,,
disaster,4.111899913625830,,
disaster,4.4344619788043200,,
disaster,-2.888123443997500,,
disaster,0.15084818853875600,,
disaster,1.4040053495011000,,
disaster,0.6655480066862790,,
disaster,13.327910204356700,,
disaster,-2.839404725636760,,
disaster,4.546146868577590,,
disaster,1.841940421547270,,
disaster,-2.352673077093980,,
disaster,-0.3360904795226870,,
disaster,4.141688002725880,,
disaster,9.956610800286190,,
disaster,15.483011336395100,,
disaster,8.757525160273430,,
disaster,6.911385384863210,,
disaster,11.366499017716300,,
disaster,16.66093153973540,,
disaster,6.857984462763170,,
disaster,6.942417001746500,,
disaster,13.764680298988300,,
disaster,-0.43585328724479100,,
disaster,1.3772477005842700,,
disaster,8.068765597838680,,
political,4.5450738401013,,
political,5.725922594717540,,
political,12.36717789231700,,
