vix,conjunctions,squares,oppositions,trines,sextiles,hard_aspects,soft_aspects
11.449999809265100,0,2,1,1,1,3,2
10.880000114440900,0,2,1,1,1,3,2
10.850000381469700,0,2,1,1,1,3,2
11.069999694824200,0,2,1,1,1,3,2
10.739999771118200,0,2,1,1,1,3,2
11.970000267028800,0,2,1,1,1,3,2
11.760000228881800,0,2,1,1,1,3,2
11.489999771118200,0,2,1,1,1,3,2
11.569999694824200,0,2,1,1,1,3,2
11.739999771118200,0,2,1,1,1,3,2
11.710000038147000,0,2,1,1,1,3,2
11.470000267028800,0,2,1,1,1,3,2
12.09000015258790,0,2,1,1,1,3,2
12.920000076293900,0,2,1,1,1,3,2
12.539999961853000,0,2,1,1,1,3,2
11.8100004196167,0,2,1,1,1,3,2
10.960000038147000,0,2,1,1,1,3,2
11.239999771118200,0,2,1,1,0,3,1
11.449999809265100,0,2,1,1,0,3,1
11.859999656677200,0,2,1,1,0,3,1
12.300000190734900,0,2,1,1,0,3,1
11.65999984741210,0,2,1,1,0,3,1
11.350000381469700,0,2,1,1,0,3,1
12.300000190734900,0,2,1,1,0,3,1
11.630000114440900,0,2,1,1,0,3,1
11.210000038147000,0,2,1,1,0,3,1
11.279999732971200,0,2,1,1,0,3,1
11.34000015258790,0,2,1,1,0,3,1
12.470000267028800,0,2,1,1,0,3,1
12.8100004196167,0,2,1,1,0,3,1
13.119999885559100,0,2,1,1,0,3,1
12.960000038147000,0,2,1,1,0,3,1
12.5,0,2,1,1,0,3,1
11.529999732971200,0,2,1,1,0,3,1
11.420000076293900,0,2,1,1,0,3,1
11.539999961853000,0,2,1,1,0,3,1
12.369999885559100,0,2,1,1,0,3,1
12.380000114440900,0,2,1,1,0,3,1
11.789999961853000,0,2,1,1,0,3,1
12.890000343322800,0,2,1,1,0,3,1
12.390000343322800,0,2,1,1,0,3,1
12.869999885559100,0,2,1,1,0,3,1
14.050000190734900,0,2,1,1,0,3,1
15.069999694824200,0,2,1,1,0,3,1
15.770000457763700,0,2,1,1,0,3,1
15.960000038147000,0,2,1,1,0,3,1
14.65999984741210,0,2,1,1,0,3,1
14.420000076293900,0,2,1,1,0,3,1
14.930000305175800,0,2,1,1,0,3,1
14.149999618530300,0,2,0,1,0,2,1
14.630000114440900,0,2,0,1,0,2,1
10.84000015258790,0,2,0,1,0,2,1
10.760000228881800,0,2,0,1,0,2,1
10.850000381469700,0,2,0,1,0,2,1
10.359999656677200,0,2,0,1,0,2,1
10.819999694824200,0,2,0,1,0,2,1
10.109999656677200,0,1,0,1,0,1,1
10.59000015258790,0,1,0,1,0,1,1
10.680000305175800,0,1,0,1,0,1,1
10.460000038147000,0,1,0,1,0,1,1
10.569999694824200,0,1,0,1,0,1,1
9.770000457763670,0,1,0,1,0,1,1
9.960000038146970,0,1,0,1,0,1,1
10.210000038147000,0,1,0,1,0,1,1
10.600000381469700,0,1,0,1,0,1,1
10.399999618530300,0,1,0,1,0,1,1
10.420000076293900,0,1,0,1,0,1,1
10.649999618530300,0,1,0,1,0,1,1
15.59000015258790,0,1,0,1,0,1,1
14.65999984741210,0,1,0,1,0,1,1
12.039999961853000,0,1,0,1,0,1,1
10.930000305175800,0,1,0,1,0,1,1
10.720000267028800,0,1,0,1,0,1,1
10.020000457763700,0,1,0,1,0,1,1
9.989999771118160,0,1,0,1,1,1,2
9.8100004196167,0,1,0,1,1,1,2
10.380000114440900,0,1,0,1,1,1,2
10.40999984741210,0,1,0,1,1,1,2
9.890000343322750,0,1,0,1,1,1,2
9.75,0,1,0,1,1,1,2
10.069999694824200,0,1,0,1,1,1,2
10.449999809265100,0,1,0,1,1,1,2
10.390000343322800,0,1,0,1,1,1,2
10.15999984741210,0,1,0,1,1,1,2
10.699999809265100,0,1,0,1,1,1,2
11.460000038147000,0,1,0,1,1,1,2
10.420000076293900,0,1,0,1,1,1,2
10.640000343322800,0,1,0,1,1,1,2
10.899999618530300,0,1,0,1,1,1,2
10.380000114440900,0,1,0,1,1,1,2
10.369999885559100,0,1,0,1,1,1,2
10.859999656677200,0,1,0,1,1,1,2
